,modelID,DIS,Len,FC,FH,P,proq4,pcons,qmean,dan,Neff,contact_L
70,753001,0.398892,81.0,0.3703703704,0.6049382715999999,0.012345678999999998,0.652,0.975,0.67,0.61,10.7705,0.8765432098765432
71,753001,0.398892,81.0,0.3703703704,0.6049382715999999,0.012345678999999998,0.659,0.98,0.664,0.633,10.7705,0.8765432098765432
72,753001,0.398892,81.0,0.3703703704,0.6049382715999999,0.012345678999999998,0.662,0.988,0.6659999999999999,0.628,10.7705,0.8765432098765432
73,753001,0.398892,81.0,0.3703703704,0.6049382715999999,0.012345678999999998,0.662,0.988,0.672,0.5920000000000001,10.7705,0.8765432098765432
74,753001,0.398892,81.0,0.3703703704,0.6049382715999999,0.012345678999999998,0.648,0.982,0.6609999999999999,0.613,10.7705,0.8765432098765432
75,823001,0.214684,36.0,0.5,0.3611111111,0.0,0.34,0.83,0.649,0.61,6.4815,0.6388888888888888
76,823001,0.214684,36.0,0.5,0.3611111111,0.0,0.348,0.8240000000000001,0.655,0.652,6.4815,0.6388888888888888
77,823001,0.214684,36.0,0.5,0.3611111111,0.0,0.401,0.838,0.659,0.612,6.4815,0.6388888888888888
78,823001,0.214684,36.0,0.5,0.3611111111,0.0,0.34,0.831,0.667,0.612,6.4815,0.6388888888888888
79,823001,0.214684,36.0,0.5,0.3611111111,0.0,0.355,0.821,0.625,0.622,6.4815,0.6388888888888888
80,27002,0.346464,57.0,0.3157894737,0.6666666667,0.0175438596,0.387,0.86,0.462,0.443,6.33914,0.07017543859649122
81,27002,0.346464,57.0,0.3157894737,0.6666666667,0.0175438596,0.419,0.922,0.769,0.581,6.33914,0.07017543859649122
82,27002,0.346464,57.0,0.3157894737,0.6666666667,0.0175438596,0.419,0.909,0.767,0.562,6.33914,0.07017543859649122
83,27002,0.346464,57.0,0.3157894737,0.6666666667,0.0175438596,0.451,0.923,0.741,0.602,6.33914,0.07017543859649122
84,27002,0.346464,57.0,0.3157894737,0.6666666667,0.0175438596,0.493,0.928,0.78,0.568,6.33914,0.07017543859649122
85,128001,0.5900029999999999,251.0,0.1633466135,0.8366533865000001,0.0039840637,0.43,0.0,0.591,0.622,8.12686,0.30278884462151395
86,128001,0.5900029999999999,251.0,0.1633466135,0.8366533865000001,0.0039840637,0.385,0.0,0.561,0.602,8.12686,0.30278884462151395
87,128001,0.5900029999999999,251.0,0.1633466135,0.8366533865000001,0.0039840637,0.396,0.0,0.555,0.568,8.12686,0.30278884462151395
88,128001,0.5900029999999999,251.0,0.1633466135,0.8366533865000001,0.0039840637,0.419,0.0,0.5710000000000001,0.544,8.12686,0.30278884462151395
89,128001,0.5900029999999999,251.0,0.1633466135,0.8366533865000001,0.0039840637,0.401,0.0,0.58,0.52,8.12686,0.30278884462151395
90,184001,0.333469,45.0,0.5111111111,0.4888888889,0.0888888889,0.257,0.82,0.7777777778,0.636,5.38897,0.022222222222222227
91,184001,0.333469,45.0,0.5111111111,0.4888888889,0.0888888889,0.249,0.8079999999999999,0.7777777778,0.598,5.38897,0.022222222222222227
92,184001,0.333469,45.0,0.5111111111,0.4888888889,0.0888888889,0.277,0.8270000000000001,0.7777777778,0.556,5.38897,0.022222222222222227
93,184001,0.333469,45.0,0.5111111111,0.4888888889,0.0888888889,0.25,0.826,0.7777777778,0.5660000000000001,5.38897,0.022222222222222227
94,184001,0.333469,45.0,0.5111111111,0.4888888889,0.0888888889,0.232,0.825,0.8,0.568,5.38897,0.022222222222222227
95,806001,0.265418,73.0,0.2054794521,0.4520547945,0.0,0.498,0.989,0.708,0.5760000000000001,8.87678,1.356164383561644
96,806001,0.265418,73.0,0.2054794521,0.4520547945,0.0,0.498,0.987,0.7120000000000001,0.574,8.87678,1.356164383561644
97,806001,0.265418,73.0,0.2054794521,0.4520547945,0.0,0.51,0.989,0.7120000000000001,0.59,8.87678,1.356164383561644
98,806001,0.265418,73.0,0.2054794521,0.4520547945,0.0,0.498,0.989,0.7240000000000001,0.564,8.87678,1.356164383561644
99,806001,0.265418,73.0,0.2054794521,0.4520547945,0.0,0.501,0.988,0.7120000000000001,0.5579999999999999,8.87678,1.356164383561644
100,749004,0.379972,33.0,0.4848484848,0.3939393939,0.0,0.14,0.354,0.28600000000000003,0.476,2.97959,0.0
101,749004,0.379972,33.0,0.4848484848,0.3939393939,0.0,0.151,0.273,0.418,0.64,2.97959,0.0
102,749004,0.379972,33.0,0.4848484848,0.3939393939,0.0,0.124,0.339,0.373,0.5760000000000001,2.97959,0.0
103,749004,0.379972,33.0,0.4848484848,0.3939393939,0.0,0.149,0.477,0.433,0.479,2.97959,0.0
104,749004,0.379972,33.0,0.4848484848,0.3939393939,0.0,0.14300000000000002,0.4970000000000001,0.366,0.67,2.97959,0.0
105,1285001,0.131133,122.0,0.4426229508,0.2868852459,0.0409836066,0.611,0.92,0.615,0.565,6.7565800000000005,1.3934426229508197
106,1285001,0.131133,122.0,0.4426229508,0.2868852459,0.0409836066,0.612,0.921,0.631,0.531,6.7565800000000005,1.3934426229508197
107,1285001,0.131133,122.0,0.4426229508,0.2868852459,0.0409836066,0.617,0.927,0.632,0.58,6.7565800000000005,1.3934426229508197
108,1285001,0.131133,122.0,0.4426229508,0.2868852459,0.0409836066,0.616,0.927,0.649,0.5660000000000001,6.7565800000000005,1.3934426229508197
109,1285001,0.131133,122.0,0.4426229508,0.2868852459,0.0409836066,0.593,0.919,0.618,0.494,6.7565800000000005,1.3934426229508197
110,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.383,0.8440000000000001,0.68,0.564,6.06682,0.2
111,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.383,0.8440000000000001,0.68,0.564,6.06682,0.2
112,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.395,0.8740000000000001,0.6990000000000001,0.54,6.06682,0.2
113,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.395,0.8740000000000001,0.6990000000000001,0.54,6.06682,0.2
114,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.408,0.875,0.713,0.603,6.06682,0.2
115,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.408,0.875,0.713,0.603,6.06682,0.2
116,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.393,0.89,0.703,0.562,6.06682,0.2
117,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.393,0.89,0.703,0.562,6.06682,0.2
118,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.435,0.804,0.68,0.542,6.06682,0.2
119,427002,0.31403400000000004,55.0,0.3636363636,0.6363636364,0.0363636364,0.435,0.804,0.68,0.542,6.06682,0.2
120,2493003,0.031381099999999995,30.0,0.2666666667,0.0,0.033333333300000004,0.19,0.967,0.462,0.5379999999999999,2.86272,0.43333333333333335
121,2493003,0.031381099999999995,30.0,0.2666666667,0.0,0.033333333300000004,0.199,0.959,0.455,0.562,2.86272,0.43333333333333335
122,2493003,0.031381099999999995,30.0,0.2666666667,0.0,0.033333333300000004,0.226,0.966,0.461,0.588,2.86272,0.43333333333333335
123,2493003,0.031381099999999995,30.0,0.2666666667,0.0,0.033333333300000004,0.198,0.963,0.375,0.515,2.86272,0.43333333333333335
124,2493003,0.031381099999999995,30.0,0.2666666667,0.0,0.033333333300000004,0.197,0.966,0.412,0.5489999999999999,2.86272,0.43333333333333335
125,765002,0.602719,41.0,0.6829268293,0.3170731707,0.0975609756,0.275,0.649,0.605,0.562,5.89995,0.07317073170731707
126,765002,0.602719,41.0,0.6829268293,0.3170731707,0.0975609756,0.249,0.601,0.511,0.517,5.89995,0.07317073170731707
127,765002,0.602719,41.0,0.6829268293,0.3170731707,0.0975609756,0.273,0.649,0.595,0.556,5.89995,0.07317073170731707
128,765002,0.602719,41.0,0.6829268293,0.3170731707,0.0975609756,0.293,0.652,0.624,0.526,5.89995,0.07317073170731707
129,765002,0.602719,41.0,0.6829268293,0.3170731707,0.0975609756,0.229,0.6579999999999999,0.5579999999999999,0.424,5.89995,0.07317073170731707
130,249001,0.323911,59.0,0.4576271186,0.5084745763,0.0,0.669,0.986,0.703,0.615,11.8876,1.0338983050847457
131,249001,0.323911,59.0,0.4576271186,0.5084745763,0.0,0.6609999999999999,0.987,0.691,0.586,11.8876,1.0338983050847457
132,249001,0.323911,59.0,0.4576271186,0.5084745763,0.0,0.677,0.988,0.6940000000000001,0.5760000000000001,11.8876,1.0338983050847457
133,249001,0.323911,59.0,0.4576271186,0.5084745763,0.0,0.6759999999999999,0.988,0.7,0.5920000000000001,11.8876,1.0338983050847457
134,249001,0.323911,59.0,0.4576271186,0.5084745763,0.0,0.6629999999999999,0.985,0.68,0.56,11.8876,1.0338983050847457
135,2025001,0.106123,105.0,0.2952380952,0.7047619048,0.0380952381,0.64,0.953,0.7070000000000001,0.5539999999999999,8.31286,1.0666666666666669
136,2025001,0.106123,105.0,0.2952380952,0.7047619048,0.0380952381,0.64,0.955,0.698,0.552,8.31286,1.0666666666666669
137,2025001,0.106123,105.0,0.2952380952,0.7047619048,0.0380952381,0.645,0.952,0.69,0.52,8.31286,1.0666666666666669
138,2025001,0.106123,105.0,0.2952380952,0.7047619048,0.0380952381,0.649,0.948,0.685,0.532,8.31286,1.0666666666666669
139,2025001,0.106123,105.0,0.2952380952,0.7047619048,0.0380952381,0.628,0.957,0.667,0.532,8.31286,1.0666666666666669
140,997004,0.51455,49.0,0.3469387755,0.6530612245,0.0408163265,0.5,0.946,0.644,0.542,8.95496,0.22448979591836732
141,997004,0.51455,49.0,0.3469387755,0.6530612245,0.0408163265,0.504,0.95,0.64,0.526,8.95496,0.22448979591836732
142,997004,0.51455,49.0,0.3469387755,0.6530612245,0.0408163265,0.516,0.938,0.654,0.556,8.95496,0.22448979591836732
143,997004,0.51455,49.0,0.3469387755,0.6530612245,0.0408163265,0.536,0.898,0.665,0.55,8.95496,0.22448979591836732
144,997004,0.51455,49.0,0.3469387755,0.6530612245,0.0408163265,0.488,0.935,0.644,0.568,8.95496,0.22448979591836732
145,2071001,0.6409020000000001,81.0,0.5802469136,0.3827160494,0.0987654321,0.318,0.882,0.472,0.528,3.78294,0.32098765432098764
146,2071001,0.6409020000000001,81.0,0.5802469136,0.3827160494,0.0987654321,0.327,0.877,0.4920000000000001,0.55,3.78294,0.32098765432098764
147,2071001,0.6409020000000001,81.0,0.5802469136,0.3827160494,0.0987654321,0.327,0.883,0.503,0.596,3.78294,0.32098765432098764
148,2071001,0.6409020000000001,81.0,0.5802469136,0.3827160494,0.0987654321,0.335,0.866,0.503,0.516,3.78294,0.32098765432098764
149,2071001,0.6409020000000001,81.0,0.5802469136,0.3827160494,0.0987654321,0.321,0.833,0.478,0.498,3.78294,0.32098765432098764
150,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.583,0.85,0.638,0.518,9.7827,1.0246305418719213
151,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.583,0.85,0.638,0.518,9.7827,1.0246305418719213
152,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.585,0.868,0.63,0.5579999999999999,9.7827,1.0246305418719213
153,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.585,0.868,0.63,0.5579999999999999,9.7827,1.0246305418719213
154,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.588,0.831,0.625,0.5479999999999999,9.7827,1.0246305418719213
155,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.588,0.831,0.625,0.5479999999999999,9.7827,1.0246305418719213
156,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.5720000000000001,0.862,0.639,0.552,9.7827,1.0246305418719213
157,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.5720000000000001,0.862,0.639,0.552,9.7827,1.0246305418719213
158,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.578,0.8340000000000001,0.638,0.5579999999999999,9.7827,1.0246305418719213
159,870001,0.299118,203.0,0.5221674877,0.4778325123,0.0443349754,0.578,0.8340000000000001,0.638,0.5579999999999999,9.7827,1.0246305418719213
160,840004,0.0128643,35.0,0.3428571429,0.1714285714,0.0,0.344,0.955,0.542,0.514,11.8154,0.22857142857142854
161,840004,0.0128643,35.0,0.3428571429,0.1714285714,0.0,0.359,0.966,0.585,0.54,11.8154,0.22857142857142854
162,840004,0.0128643,35.0,0.3428571429,0.1714285714,0.0,0.414,0.969,0.599,0.531,11.8154,0.22857142857142854
163,840004,0.0128643,35.0,0.3428571429,0.1714285714,0.0,0.386,0.964,0.5710000000000001,0.55,11.8154,0.22857142857142854
164,840004,0.0128643,35.0,0.3428571429,0.1714285714,0.0,0.369,0.964,0.5760000000000001,0.544,11.8154,0.22857142857142854
165,1082001,0.30762,47.0,0.4468085106,0.12765957449999998,0.0425531915,0.471,0.95,0.494,0.569,8.22921,0.6170212765957447
166,1082001,0.30762,47.0,0.4468085106,0.12765957449999998,0.0425531915,0.471,0.953,0.516,0.562,8.22921,0.6170212765957447
167,1082001,0.30762,47.0,0.4468085106,0.12765957449999998,0.0425531915,0.484,0.954,0.569,0.542,8.22921,0.6170212765957447
168,1082001,0.30762,47.0,0.4468085106,0.12765957449999998,0.0425531915,0.454,0.937,0.504,0.586,8.22921,0.6170212765957447
169,1082001,0.30762,47.0,0.4468085106,0.12765957449999998,0.0425531915,0.4920000000000001,0.943,0.53,0.5429999999999999,8.22921,0.6170212765957447
170,1943001,0.628865,62.0,0.5161290323,0.4677419355,0.0322580645,0.258,0.8170000000000001,0.7096774194,0.5539999999999999,3.97026,0.0
171,1943001,0.628865,62.0,0.5161290323,0.4677419355,0.0322580645,0.298,0.809,0.7419354839,0.524,3.97026,0.0
172,1943001,0.628865,62.0,0.5161290323,0.4677419355,0.0322580645,0.265,0.8140000000000001,0.7258064516,0.542,3.97026,0.0
173,1943001,0.628865,62.0,0.5161290323,0.4677419355,0.0322580645,0.35,0.7709999999999999,0.8064516129000001,0.575,3.97026,0.0
174,1943001,0.628865,62.0,0.5161290323,0.4677419355,0.0322580645,0.258,0.838,0.7419354839,0.426,3.97026,0.0
175,68001,0.507091,206.0,0.213592233,0.7572815534,0.0097087379,0.423,0.0,0.48,0.55,8.71767,0.3446601941747573
176,68001,0.507091,206.0,0.213592233,0.7572815534,0.0097087379,0.433,0.0,0.483,0.5579999999999999,8.71767,0.3446601941747573
177,68001,0.507091,206.0,0.213592233,0.7572815534,0.0097087379,0.4320000000000001,0.0,0.508,0.506,8.71767,0.3446601941747573
178,68001,0.507091,206.0,0.213592233,0.7572815534,0.0097087379,0.426,0.0,0.491,0.541,8.71767,0.3446601941747573
179,68001,0.507091,206.0,0.213592233,0.7572815534,0.0097087379,0.426,0.0,0.477,0.61,8.71767,0.3446601941747573
180,628001,0.29828000000000005,39.0,0.3333333333,0.5641025640999999,0.0256410256,0.232,0.802,0.442,0.516,8.58044,0.05128205128205128
181,628001,0.29828000000000005,39.0,0.3333333333,0.5641025640999999,0.0256410256,0.282,0.7709999999999999,0.52,0.569,8.58044,0.05128205128205128
182,628001,0.29828000000000005,39.0,0.3333333333,0.5641025640999999,0.0256410256,0.236,0.732,0.526,0.594,8.58044,0.05128205128205128
183,628001,0.29828000000000005,39.0,0.3333333333,0.5641025640999999,0.0256410256,0.239,0.675,0.376,0.528,8.58044,0.05128205128205128
184,628001,0.29828000000000005,39.0,0.3333333333,0.5641025640999999,0.0256410256,0.234,0.629,0.527,0.54,8.58044,0.05128205128205128
185,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.383,0.95,0.6729999999999999,0.578,6.010280000000002,0.1153846153846154
186,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.383,0.95,0.6729999999999999,0.578,6.010280000000002,0.1153846153846154
187,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.365,0.947,0.68,0.612,6.010280000000002,0.1153846153846154
188,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.365,0.947,0.68,0.612,6.010280000000002,0.1153846153846154
189,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.365,0.941,0.623,0.613,6.010280000000002,0.1153846153846154
190,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.365,0.941,0.623,0.613,6.010280000000002,0.1153846153846154
191,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.3670000000000001,0.943,0.638,0.556,6.010280000000002,0.1153846153846154
192,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.3670000000000001,0.943,0.638,0.556,6.010280000000002,0.1153846153846154
193,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.411,0.917,0.634,0.5379999999999999,6.010280000000002,0.1153846153846154
194,1045001,0.207306,26.0,0.5,0.34615384619999995,0.0384615385,0.411,0.917,0.634,0.5379999999999999,6.010280000000002,0.1153846153846154
195,1155001,0.0620672,60.0,0.2333333333,0.75,0.033333333300000004,0.242,0.634,0.343,0.512,7.1897600000000015,0.11666666666666667
196,1155001,0.0620672,60.0,0.2333333333,0.75,0.033333333300000004,0.278,0.747,0.337,0.544,7.1897600000000015,0.11666666666666667
197,1155001,0.0620672,60.0,0.2333333333,0.75,0.033333333300000004,0.252,0.706,0.345,0.54,7.1897600000000015,0.11666666666666667
198,1155001,0.0620672,60.0,0.2333333333,0.75,0.033333333300000004,0.25,0.71,0.318,0.441,7.1897600000000015,0.11666666666666667
199,1155001,0.0620672,60.0,0.2333333333,0.75,0.033333333300000004,0.266,0.741,0.34,0.534,7.1897600000000015,0.11666666666666667
200,91001,0.579166,84.0,0.4523809524,0.4642857143,0.0833333333,0.396,0.596,0.5539999999999999,0.489,5.89811,0.14285714285714285
201,91001,0.579166,84.0,0.4523809524,0.4642857143,0.0833333333,0.377,0.58,0.546,0.506,5.89811,0.14285714285714285
202,91001,0.579166,84.0,0.4523809524,0.4642857143,0.0833333333,0.397,0.618,0.475,0.457,5.89811,0.14285714285714285
203,91001,0.579166,84.0,0.4523809524,0.4642857143,0.0833333333,0.401,0.5670000000000001,0.515,0.531,5.89811,0.14285714285714285
204,91001,0.579166,84.0,0.4523809524,0.4642857143,0.0833333333,0.358,0.595,0.484,0.458,5.89811,0.14285714285714285
205,307003,0.399467,36.0,0.8611111111,0.1388888889,0.0,0.21,0.315,0.381,0.534,4.11362,0.0
206,307003,0.399467,36.0,0.8611111111,0.1388888889,0.0,0.232,0.365,0.444,0.456,4.11362,0.0
207,307003,0.399467,36.0,0.8611111111,0.1388888889,0.0,0.19,0.271,0.384,0.53,4.11362,0.0
208,307003,0.399467,36.0,0.8611111111,0.1388888889,0.0,0.231,0.453,0.409,0.522,4.11362,0.0
